,Type,id,Name,Start Date,End Date,Host Name,Event URL,description,url
77,Event,1629080,AmeriCorps NCCC: A to Z Webinar,2024-12-10T16:00:00.000-05:00,2024-12-10T17:00:00.000-05:00,AmeriCorps,https://americorps.zoomgov.com/webinar/register/2016982618744/WN_stnbV9rVQ3mf6YZIUBsFLg,"<p><strong>Eager for Adventure? </strong>Join us for an info session about <a target=""_blank"" href=""https://bit.ly/NCCC_MainPage_HS""><strong>AmeriCorps NCCC</strong></a> to discover how this national service opportunity offers travel across the country, building job skills like leadership, earning money for school, and the chance to make a difference. </p><p>The webinar will be interactive, share about our program options, walk through all the benefits, and cover the requirements to serve. We’ll help you decide if NCCC is the right fit for you! <br><br><u>Note</u>: There are two age requirements to serve in AmeriCorps NCCC. Corps members are 18-26 and team leaders are 18 and older (no upper age limit).</p>",https://app.joinhandshake.com/stu/events/1629080
78,Event,1639057,AmeriCorps 101: Post High School Plans and Gap Years,2024-12-10T16:00:00.000-05:00,2024-12-10T17:00:00.000-05:00,AmeriCorps,https://americorps.zoomgov.com/webinar/register/8317271250430/WN_OXgoTGOKR5u2lWGA454xMQ,"<p>Ready to tackle the challenges facing your community but not sure where to start? Join us for <strong>AmeriCorps 101</strong>, an interactive webinar to learn about thousands of AmeriCorps service opportunities great for those looking to take a growth year or find alternative paths to a professional career. We’ll highlight the benefits of national service and help you discover the service opportunity for you. </p>",https://app.joinhandshake.com/stu/events/1639057
79,Event,1650525,Hilton Virtual Office Hours,2024-12-11T13:00:00.000-05:00,2024-12-11T16:00:00.000-05:00,Hilton,https://app.joinhandshake.com/schedules/recurring/77142/public_invite,"<p>Do you want to learn more about Hilton? Do you have questions about our different early talent opportunities and the applications? Then sign up to meet with <strong>Darrian Slater (Manager, Early Talent Partnerships)</strong> during our virtual office hours event on <strong>December 11</strong>. To ensure we connect with as many students as possible, please sign up for only <strong>(1)</strong> timeslot. We look forward to chatting with you!</p>",https://app.joinhandshake.com/stu/events/1650525
80,Event,1649143,Recruiter Office Hours,2024-12-11T16:00:00.000-05:00,2024-12-11T17:00:00.000-05:00,Third Bridge,,"<p>Interested in learning more about Third Bridge? Have questions about the application? Have an interview scheduled and want to prep? Want to discuss why <i><strong>Love Actually</strong></i> (actually) is the best holiday movie ever?? </p><p>Join our Campus Recruiter Danielle Ford for Recruiter Office Hours on December 11th, 3-4 pm CT. There's no set agenda! Drop in when you can. I'm here to chat about anything that's on your mind!</p>",https://app.joinhandshake.com/stu/events/1649143
81,Event,1535217,"U.S. EPA Region 8, 9, and 10 Federal Careers Virtual Workshop",2024-12-11T17:00:00.000-05:00,2024-12-11T18:30:00.000-05:00,U.S. Environmental Protection Agency (EPA),,"<p>Come learn about Federal Employment at Region 8 (Denver), Region 9 (San Francisco), and Region 10 (Seattle) of the EPA! Entry level, early and mid-career professionals are all welcome to attend.</p><p>Our work at EPA has purpose and impact. From tackling the climate crisis to advancing environmental justice, what happens here changes our world.&nbsp;</p><p>Our mission is to protect human health and safeguard the environment – the air, water, and land upon which life depends.</p><p>At EPA, you can make a real difference for the environment and the lives of others.</p><p>Participants have the opportunity to learn about EPA’s mission, how to navigate USA-Jobs and creating a federal resume. There will be panel discussion to provide a glimpse into variety of careers within the EPA.</p><p>This event begins at&nbsp;<strong><u>3:00 PM Mountain Time</u>&nbsp;</strong>(4:00 PM Central Time, 5:00 PM Eastern Time, 2:00 PM Pacific Time).</p><p><u>No pre-registration required!</u>&nbsp; Just click on the link a few minutes before the event and you’ll be directed to the MS Teams site.</p><p>For more information or to request accommodations, please contact mutter.andrew@epa.gov, verges.michelle@epa.gov, or weber.camille@epa.gov.</p>",https://app.joinhandshake.com/stu/events/1535217
82,Event,1646118,City Year Experience: A Bridge to Career Enhancement,2024-12-11T20:00:00.000-05:00,2024-12-11T20:45:00.000-05:00,City Year,https://cityyearrad.my.salesforce-sites.com/events/targetX_eventsb__events#/esr?eid=a0m4X00000PltA3QAJ,<p>Discover if a year of service in the classroom supporting student growth is right for you. Join this 45-minute-long virtual info session and Q&amp;A with a currently serving AmeriCorps Member to learn about City Year and the transferable skills you will gain working with us. City Year hosts sessions monthly.</p><p><br> </p>,https://app.joinhandshake.com/stu/events/1646118
83,Event,1651331,Teach For America Corps Info Session,2024-12-11T20:00:00.000-05:00,2024-12-11T20:45:00.000-05:00,Teach For America,https://webinars.on24.com/TFAEngage/InfoSession1211?partnerref=Handshake,"<p>Interested in learning more about Teach For America and jump-starting a purpose-driven career? Join us for an upcoming informational session where you'll discover who we are, what we do, and how our programs work. The first 30 minutes will address the most common questions we receive:<br> <br> 1. What is Teach For America?<br> 2. What and where will I teach?<br> 3. What will my salary and finances look like?<br> 4. How does teacher certification work?<br> 5. How will I be trained and supported?<br> <br>Our remaining time will be spent in open Q&amp;A, at which point you can get your specific questions answered. We will also be sending follow-up resources ahead of our application deadline on February 3rd. We hope to see you there!<br><br>***This session will focus on the Corps Member opportunity. We are now accepting applications for a Summer 2025 training start date for college seniors, grad students, and professionals.</p>",https://app.joinhandshake.com/stu/events/1651331
84,Event,1602027," Miami-Dade County Public Schools Connect Cafe, December 12th",2024-12-12T16:00:00.000-05:00,2024-12-12T18:00:00.000-05:00,Miami-Dade County Public Schools,https://app.brazenconnect.com/a/miami_dade_county_public_schools/s/Xdbb3/vxk8k,"<p>Take your coffee break with our recruitment team via live chat to learn about our positions at Miami-Dade County Public Schools!</p><p><i>Join us every 2nd &amp; 4th Thursday of the month from 4-6pm! Be sure to register here: </i><a target=""_blank"" href=""https://urldefense.com/v3/__https://app.brazenconnect.com/a/miami_dade_county_public_schools/s/Xdbb3/0JBLr__;!!EUP8WnNBkVk!hVYGyHWTtdy4eeK7XRvL20B_R6cwR-P6HIWB2q3GyZQdeBgvKlFTtJ-ZoRyO6vGoOWaZdM7ZpqgAz2P9pXOqW9RdyrlKDjQC$"">https://app.brazenconnect.com/a/miami_dade_county_public_schools/s/Xdbb3/0JBLr</a></p>",https://app.joinhandshake.com/stu/events/1602027
85,Event,1650846,Explore Internships: Your Gateway to Conservation with SCA,2024-12-12T16:00:00.000-05:00,2024-12-12T17:00:00.000-05:00,The Student Conservation Association,,"<p>Join us for a virtual info session to learn about internship opportunities with the Student Conservation Association (SCA)! Whether you're passionate about the environment, eager to gain hands-on experience, or looking to build your leadership skills, this session is perfect for you.</p><p>During the session, you'll discover:</p><ul>
<li>
<strong>Program Overview:</strong> Learn about SCA’s mission to empower youth and young adults through hands-on conservation projects that protect our national parks, marine sanctuaries, and community green spaces.</li>
<li>
<strong>Internship Opportunities:</strong> Explore various internship roles available across the country, designed to provide practical experience in environmental stewardship, project management, and community engagement.</li>
<li>
<strong>Career Development:</strong> Understand how SCA internships can help you build valuable skills and connections in the conservation field.</li>
<li>
<strong>Q&amp;A Session:</strong> Have your questions answered by SCA Recruiters, gain insight into the application procress and tips for standing out.</li>
</ul><p>Don’t miss this opportunity to kickstart your journey in conservation and make a meaningful impact on the environment! Register now to secure your spot and take the first step toward becoming a leader in environmental stewardship.</p><p><strong>Date:</strong> 12/12 /2024<br><strong>Time:</strong> 3 PM to 4 PM CST (Centeral Time Zone)<br><strong>Location:</strong> <a target=""_blank"" href=""https://teams.microsoft.com/l/meetup-join/19%3ameeting_OTdmOTllN2EtMGM5Yi00YTgzLWI1NTQtOWMzNDZjM2FjNTdk%40thread.v2/0?context=%7b%22Tid%22%3a%225fc74058-1d51-4898-a936-bcb80f5a0450%22%2c%22Oid%22%3a%22d652d64d-57ea-46a6-a621-a75ffbaa2dae%22%7d"">Virtual Link </a></p><p>We look forward to seeing you there!</p>",https://app.joinhandshake.com/stu/events/1650846
86,Event,1648129,Spiritual Battles in Christian Schools - Center for Urban Teaching,2024-12-13T18:00:00.000-05:00,2024-12-13T19:00:00.000-05:00,Center for Urban Teaching,,"<p>For teachers looking to work in Christian schools, let CfUT equip you with training, spiritual insights, and practical strategies to recognize, understand, and combat spiritual battles, with a focus on their upcoming teaching experiences with the Center for Urban Teaching.</p><ol><li>Participants will also learn how the Center for Urban Teaching helps Identify, Prepare, and Support High Performing Teachers, Leaders, and Schools and how more undergrads from all majors can get involved. </li></ol>",https://app.joinhandshake.com/stu/events/1648129
87,Event,1631575,FREE Virtual Session: Navigating the Job Search ,2024-12-16T12:00:00.000-05:00,2024-12-16T12:30:00.000-05:00,Cherokee County School District (GA),https://bit.ly/m/Cherokee2024VirtualSessions,"<p>Join us for a free virtual session! </p><p>Throughout the school year, Cherokee County School District offers 30-minute workshops designed for future educators. These sessions are  conveniently scheduled so that you can listen in while commuting or between classes.</p><p><strong>No active participation is required!</strong></p><p><strong>Join in and listen like a podcast! </strong></p><p>You can view the topics and pre-register using this link: <a target=""_blank"" href=""https://nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fbit.ly%2Fm%2FCherokee2024VirtualSessions&amp;data=05%7C02%7CChristina.Saraiva%40cherokeek12.net%7C6e4c9fbdd60c49a9bee008dcddaacc6b%7Cafc04b26089b4cd6b9f02a3f280913be%7C0%7C0%7C638628972875371934%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&amp;sdata=aixz4WGWwFvwf5Go0quz4sZaYCLrwpBA2vTgRbyPk74%3D&amp;reserved=0"">Professional Development Virtual Sessions</a>. You will also use this link to join the session by clicking on the session title. </p><p>Can't make it? <i>RSVP to the event and we will send a recording!</i></p>",https://app.joinhandshake.com/stu/events/1631575
88,Event,1650526,Hilton Virtual Office Hours,2024-12-16T13:00:00.000-05:00,2024-12-16T16:00:00.000-05:00,Hilton,https://app.joinhandshake.com/schedules/recurring/77143/public_invite,"<p>Do you want to learn more about Hilton? Do you have questions about our different early talent opportunities and the applications? Then sign up to meet with <strong>Magen Bentley (Manager, Early Talent Partnerships)</strong> during our virtual office hours event on <strong>December 16</strong>. To ensure we connect with as many students as possible, please sign up for only <strong>(1)</strong> timeslot. We look forward to chatting with you!</p>",https://app.joinhandshake.com/stu/events/1650526
89,Event,1631576,FREE Virtual Session: Navigating the Job Search,2024-12-16T16:00:00.000-05:00,2024-12-16T16:30:00.000-05:00,Cherokee County School District (GA),https://bit.ly/m/Cherokee2024VirtualSessions,"<p>Join us for a free virtual session! </p><p>Throughout the school year, Cherokee County School District offers 30-minute workshops designed for future educators. These sessions are  conveniently scheduled so that you can listen in while commuting or between classes.</p><p><strong>No active participation is required!</strong></p><p><strong>Join in and listen like a podcast! </strong></p><p>You can view the topics and pre-register using this link: <a target=""_blank"" href=""https://nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fbit.ly%2Fm%2FCherokee2024VirtualSessions&amp;data=05%7C02%7CChristina.Saraiva%40cherokeek12.net%7C6e4c9fbdd60c49a9bee008dcddaacc6b%7Cafc04b26089b4cd6b9f02a3f280913be%7C0%7C0%7C638628972875371934%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&amp;sdata=aixz4WGWwFvwf5Go0quz4sZaYCLrwpBA2vTgRbyPk74%3D&amp;reserved=0"">Professional Development Virtual Sessions</a>. You will also use this link to join the session by clicking on the session title. </p><p>Can't make it? <i>RSVP to the event and we will send a recording!</i></p>",https://app.joinhandshake.com/stu/events/1631576
90,Event,1591351,RN Early Talent Hiring Events-Sentara CarePlex & Sentara Williamsburg Regional,2024-12-17T10:00:00.000-05:00,2024-12-17T13:00:00.000-05:00,Sentara,https://www.surveymonkey.com/r/5Y6GR2T.,"<p>Sentara invites 2025 RN graduates to connect with our leaders &amp; Recruiters.&nbsp; &nbsp;Secure a position with our teams before you have graduated &amp; earn an early hire sign on bonus.&nbsp;Attend one or all of the events below for your favorite Sentara location(s). &nbsp;Attending an in-person event is highly recommended.</p><p><strong>HAMPTON ROADS PENINSULA LOCATIONS (SENTARA CAREPLEX HOSPITAL &amp; SENTARA WILLIAMSBURG REGIONAL HOSPITAL):</strong></p><ul><li><strong>RSVP to participate in any option below &amp; get reminders/directions to participate in the in-person events below:&nbsp;</strong>&nbsp;<a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.surveymonkey.com/r/5Y6GR2T"">https://www.surveymonkey.com/r/5Y6GR2T</a>.</li><li><strong>Virtual event:</strong> Wednesday, December 11, 6-8pm:</li><li><strong>In-person event:</strong> Tuesday, December 17, 10am-1pm; Holiday Inn City Center, 980 Omni Blvd., Newport News.&nbsp; Attendees will be eligible for a $100 Amazon Gift Card!</li><li><strong>Not able to attend this event?&nbsp; </strong>Attending these events is highly recommended.&nbsp; If you are not able to attend this virtual event, no worries!&nbsp; Apply between 11/1/24-1/15/25 at <a target=""_blank"" rel=""noopener noreferrer"" href=""http://www.sentaracareers.com"">www.sentaracareers.com</a>, keyword JR-63208 to participate.</li></ul><p><i>If you have questions, reach out to Christina Berry, University Recruitment RN Student Liaison at&nbsp;</i><a href=""mailto:clberr@sentara.com""><i>clberry@sentara.com</i></a><i>.</i></p>",https://app.joinhandshake.com/stu/events/1591351
91,Event,1640273,NNSA Graduate Fellowship Program Information Session - General,2024-12-17T12:00:00.000-05:00,2024-12-17T13:00:00.000-05:00,Pacific Northwest National Laboratory,https://pnnl.zoomgov.com/webinar/register/WN_Yml0_koVQJmMX6odUyZY6Q#/registration,"<p>Register in advance for this webinar: <a target=""_blank"" href=""https://pnnl.zoomgov.com/webinar/register/WN_Yml0_koVQJmMX6odUyZY6Q#/registration"">https://pnnl.zoomgov.com/webinar/register/WN_Yml0_koVQJmMX6odUyZY6Q#/registration</a></p><p> </p><p>Are you a curious person looking for a fulfilling and impactful career? Do you seek to address challenges at the forefront of our national security landscape? Whether you are majoring in business, the sciences, policy, or engineering, the NNSA Graduate Fellowship Program may have an opportunity for you! Join us to learn more!</p><p>Please join to learn more about this outstanding <a target=""_blank"" href=""https://www.pnnl.gov/projects/ngfp"">opportunity</a>!</p>",https://app.joinhandshake.com/stu/events/1640273
92,Event,1651124,Registered Nurse Hiring Event at VHC Health - Experienced and New Grads!,2024-12-19T04:00:00.000-05:00,2024-12-19T19:00:00.000-05:00,VHC Health,,"<p>VHC Health (minutes from DC) is hosting an invite-only hiring event for <strong>New Graduate Nurses and Experienced Nurses</strong> looking to be a part of our exceptional team. Join us on 12/19/24 for refreshments, appetizers, interviews with Hiring Managers and networking with our Executive Leadership team and Nurse Leaders. Come meet us and learn more about the exciting opportunities at VHC Health and hear about how our Nurse Leaders were able to grow in our organization. You can also bring a friend!</p><p><strong>If this event is invite only, how can I receive an invitation? </strong>It's simple, complete an application and the online assessment. If you are selected to move forward, a member of VHC Health Nurse Recruitment team will reach out to you with further details. </p><p><strong>Apply here:</strong> <a target=""_blank"" href=""https://vhchealth.wd1.myworkdayjobs.com/en-US/VHCHealth/job/Fall-2024-Experienced-Registered-Nurse-Hiring-Event-12-19-24_JR103665"">https://vhchealth.wd1.myworkdayjobs.com/en-US/VHCHealth/job/Fall-2024-Experienced-Registered-Nurse-Hiring-Event-12-19-24_JR103665</a></p><p> </p><p><strong>Spring 2025 New Graduate Nurse Residency Program Unit Openings:</strong></p><ul>
<li>3A Cardiovascular Step Down (CVSD)</li>
<li>3B Trauma Step Down</li>
<li>4A General Surgical</li>
<li>4B Intermediate Care Unit (IMCU)</li>
<li>4NE Medical/Surgical</li>
<li>4SW Medical/Surgical</li>
<li>5A Total Joint/Ortho</li>
<li>5B General Surgical</li>
<li>6A Medical/Stroke</li>
<li>6B Cardiac Telemetry</li>
<li>7A Cardiac Multispecialty</li>
<li>7B Medical/Renal</li>
<li>8A Medical/Oncology</li>
<li>8B Surgical/Oncology</li>
<li>SSU/ED Short Stay Unit/Emergency Department</li>
<li>CVOR Cardiovascular Operating Room</li>
<li>OR Operating Room</li>
<li>R&amp;W Recovery &amp; Wellness</li>
<li>3W Postpartum/Pediatrics</li>
<li>L&amp;D Labor &amp; Delivery</li>
<li>NICU Neonatal Intensive Care Unit</li>
<li>IRC Inpatient Rehabilitation Center</li>
</ul><p><strong>Experienced Registered Nurse Openings:</strong></p><ul>
<li>Labor &amp; Delivery (L&amp;D)</li>
<li>Neonatal Intensive Care Unit (NICU)</li>
<li>Medical Surgical (MS)</li>
<li>Surgical Oncology</li>
<li>Cardiovascular Step-Down (CVSD)</li>
<li>Intermediate Care Unit (IMCU)</li>
<li>Cardiovascular Intensive Care Unit (CVICU)</li>
<li>Operating Room (OR)</li>
<li>Telemetry (TELE)</li>
<li>Cardiovascular Operating Room (CVOR)</li>
<li>Emergency Room (ER)</li>
</ul><p><strong>Pay: </strong>Commensurate with experience, starting at $40/hour for New Grads. </p><p><a target=""_blank"" href=""https://www.vhchealth.org/app/files/public/b2bf7538-6c7d-496e-9f0e-56c3cd049eef/Working_For_You_Benefits_Guide_April_1_2024_to_March_31_2025.pdf""><strong>Check out our benefits here!</strong></a></p><p>We hope to work with you soon!</p><p><i><strong>P.S. - Pay rates for VHC Nurses is going up (again) in January 2025!!</strong></i></p>",https://app.joinhandshake.com/stu/events/1651124
93,Event,1591341,RN Early Talent Hiring Events-Sentara RMH Medical Center & Martha Jefferson Hospital,2024-12-19T10:00:00.000-05:00,2024-12-19T13:00:00.000-05:00,Sentara,https://www.surveymonkey.com/r/5Y6GR2T,"<p>Sentara invites 2025 RN graduates to connect with our leaders &amp; Recruiters.&nbsp; &nbsp;Secure a position with our teams before you have graduated &amp; earn an early hire sign on bonus.&nbsp;Attend one or all of the events below for your favorite Sentara location(s). &nbsp;Attending an in-person event is highly recommended.</p><p><strong>SENTARA RMH &amp; SENTARA MARTHA JEFFERSON HOSPITAL:</strong></p><ul><li><strong>RSVP to participate in any option below &amp; get reminders/directions to participate in the in-person events below:&nbsp;</strong>&nbsp;<a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.surveymonkey.com/r/5Y6GR2T"">https://www.surveymonkey.com/r/5Y6GR2T</a>.</li><li><strong>Virtual event:</strong> Tuesday, December 10, 6-8pm:</li><li><strong>In-person event:</strong> Monday December 16, 4-7pm; Holiday Inn Staunton Conference Center, 152 Fairway Lane, Staunton.&nbsp; Attendees will be eligible for a $100 Amazon Gift Card!</li><li><strong>Not able to attend this event?&nbsp; </strong>Attending these events is highly recommended.&nbsp; If you are not able to attend this virtual event, no worries!&nbsp; Apply between 11/1/24-1/15/25 at <a target=""_blank"" rel=""noopener noreferrer"" href=""http://www.sentaracareers.com"">www.sentaracareers.com</a>, keyword JR-63208 to participate.</li></ul><p><i>If you have questions, reach out to Christina Berry, University Recruitment RN Student Liaison at&nbsp;</i><a href=""mailto:clberr@sentara.com""><i>clberry@sentara.com</i></a><i>.</i></p>",https://app.joinhandshake.com/stu/events/1591341
94,Event,1591359,RN Early Talent Hiring Events-Sentara Hampton Roads Southside locations,2024-12-19T10:00:00.000-05:00,2024-12-19T13:00:00.000-05:00,Sentara,https://www.surveymonkey.com/r/5Y6GR2T,"<p>Sentara invites 2025 RN graduates to connect with our leaders &amp; Recruiters.   Secure a position with our teams before you have graduated &amp; earn an early hire sign on bonus. Attend one or all of the events below for your favorite Sentara location(s).  Attending an in-person event is highly recommended.</p><p><strong>HAMPTON ROADS SOUTHSIDE LOCATIONS (SENTARA OBICI HOSPITAL, SENTARA NORFOLK GENERAL HOSPITAL, SENTARA LEIGH HOSPITAL, SENTARA VIRGINIA BEACH GENERAL, SENTARA PRINCESS ANNE HOSPITAL, &amp; SENTARA HOME CARE SERVICES):</strong></p><ul>
<li>
<strong>RSVP to participate in any option below &amp; get reminders/directions to participate in the in-person events below: </strong> <a target=""_blank"" href=""https://www.surveymonkey.com/r/5Y6GR2T"">https://www.surveymonkey.com/r/5Y6GR2T</a>.</li>
<li>
<strong>Virtual event</strong>: Wednesday, December 11, 6-8pm</li>
<li>
<strong>In-person event:</strong> Wednesday, December 18, 10a-1p; Chesapeake Conference Center, 700 Conference Center Dr, Chesapeake.  Attendees will be eligible for a $100 Amazon Gift Card!</li>
<li>
<strong>Not able to attend this event?  </strong>Attending these evenst is highly recommended.  If you are not able to attend this virtual event, no worries!  Apply between 11/1/24-1/15/25 at <a target=""_blank"" href=""http://www.sentaracareers.com"">www.sentaracareers.com</a>, keyword JR-63208 to participate</li>
</ul><p><i>If you have questions, reach out to Christina Berry, University Recruitment RN Student Liaison at </i><a href=""mailto:clberr@sentara.com""><i>clberry@sentara.com</i></a><i>.</i></p>",https://app.joinhandshake.com/stu/events/1591359
95,Event,1629093,AmeriCorps NCCC: Application and Selection Webinar,2024-12-19T16:00:00.000-05:00,2024-12-19T17:00:00.000-05:00,AmeriCorps,https://americorps.zoomgov.com/webinar/register/5216982619503/WN_NOnJKgcoT_afPh7RkTh-Ow,"<p>Get your application ready so you can travel and make a difference as an AmeriCorps member in the <a target=""_blank"" href=""https://bit.ly/NCCC_MainPage_HS""><strong>NCCC program</strong></a> starting this summer 2025! </p><p>Attend this webinar for a detailed overview of our application and selection process. After the presentation we'll host a live Q&amp;A to make sure you have everything you need to apply before our upcoming application deadlines.</p>",https://app.joinhandshake.com/stu/events/1629093
96,Event,1641165,Unlocking Federal Careers: Exploring Student Opportunities in Government!,2025-01-02T12:00:00.000-05:00,2025-01-02T13:00:00.000-05:00,U.S. Department of Treasury,,<p>Welcome to our online event where we will delve into the world of federal careers and the exciting opportunities available for students! Join us to discover the various paths you can take to kickstart your career in government. Learn from an experienced professional and get valuable insights on how to navigate the federal job market. </p><p> </p><p>Don't miss out on this chance to unlock your potential and explore the possibilities in the world of government careers!</p>,https://app.joinhandshake.com/stu/events/1641165
97,Event,1632698,2025 Morgan Stanley Early Insights: Revenue Businesses,2025-01-06T18:00:00.000-05:00,2025-01-17T18:00:00.000-05:00,Morgan Stanley,https://morganstanley.tal.net/vx/brand-2/spa-1/candidate/so/pm/1/pl/2/opp/18605-2025-Early-Insights-Program/en-GB,"<p style=""text-align:center;""><strong><u>Please apply to our Early Insights Program by clicking the following link: </u></strong><a target=""_blank"" href=""https://morganstanley.tal.net/vx/brand-2/spa-1/candidate/so/pm/1/pl/2/opp/18605-2025-Early-Insights-Program/en-GB""><strong><u>Early Insights Application Link </u></strong></a></p><p style=""text-align:center;""> </p><p style=""text-align:center;""><strong>Early Insights applications are now open!</strong></p><p style=""text-align:center;"">Apply today and don't miss out on the opportunity to participate in Morgan Stanley's 2025 Early Insights Program.</p><p style=""text-align:center;"">This two-week virtual series provides an in-depth overview of the financial services industry and how Morgan Stanley helps advise, originate, trade, manage and distribute capital for clients. You'll also learn more about our campus recruitment process and how our early career programs can support and empower you on the path to your full potential.</p><p style=""text-align:center;"">Please note that eligible candidates must have graduation dates between December 2026 – June 2028. We encourage you to review the program details below prior to applications opening to determine your preferred division to apply for.</p><p style=""text-align:center;""> </p><p style=""text-align:center;""><strong>Revenue Businesses: Weeks of January 6 and 13</strong></p><p style=""text-align:center;"">Firm Strategy &amp; Execution, Global Capital Markets, Investment Banking, Investment Management, Research, Sales &amp; Trading (Fixed Income, Institutional Equity) and Wealth Management</p><p style=""text-align:center;""> </p><p> </p>",https://app.joinhandshake.com/stu/events/1632698
98,Event,1624564,Early Insights Applications Are Opening Soon!,2025-01-06T18:30:00.000-05:00,2025-02-24T20:30:00.000-05:00,Morgan Stanley,https://www.morganstanley.com/people-opportunities/students-graduates/,"<p style=""text-align:center;""><strong>Mark your calendar - Early Insights applications open on Tuesday, October 15th!</strong></p><p style=""text-align:center;""><strong>Morgan Stanley is proud to present our 2025 Early Insights Programs&nbsp;</strong></p><p style=""text-align:center;"">This two-week virtual series provides an in-depth overview of the financial services industry and how Morgan Stanley helps advise, originate, trade, manage and distribute capital for clients. You'll also learn more about our campus recruitment process and how our early career programs can support and empower you on the path to your full potential.&nbsp;</p><p style=""text-align:center;"">Please note that eligible candidates must have graduation dates between December 2026 – June 2028.<br><br>We encourage you to review the program details below prior to applications opening to determine your preferred division to apply for.</p><p style=""text-align:center;"">&nbsp;</p><p style=""text-align:center;""><strong>Revenue Businesses: Weeks of January 6 and 13</strong></p><p style=""text-align:center;"">Firm Strategy &amp; Execution, Global Capital Markets, Investment Banking, Investment Management, Research, Sales &amp; Trading (Fixed Income, Institutional Equity) and Wealth Management.</p><p style=""text-align:center;""><strong>Company Functions and Operations: Weeks of February 17 and 24</strong></p><p style=""text-align:center;"">Compliance, Corporate Services, Corporate Treasury, Finance,&nbsp;Firm Risk Management, Human Resources, Internal Audit and Operations.</p><p style=""text-align:center;""><strong>Technology: Weeks of February 17 and 24</strong></p><p style=""text-align:center;"">Application Development, Business Data Analytics and Enterprise Engineering.</p><p style=""text-align:center;"">&nbsp;</p><p style=""text-align:center;""><strong>Things to Know Before You Apply&nbsp;</strong></p><p style=""text-align:center;"">Each candidate may submit one application&nbsp;<br>You will have the opportunity to select, in order of interest, your top division of interest<br>After submitting your application online, you will be asked to complete an additional video component via HireVue prior to the application deadline&nbsp;</p><p style=""text-align:center;"">&nbsp;</p><p style=""text-align:center;"">&nbsp;</p><p style=""text-align:center;"">Discover more about what we do and how we integrate capabilities across the Firm to create a whole that is greater than the sum of its parts: &nbsp;<a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.morganstanley.com/people-opportunities/students-graduates/"">Careers and Internships: Students &amp; Graduates | Morgan Stanley</a></p>",https://app.joinhandshake.com/stu/events/1624564
99,Event,1629139,AmeriCorps NCCC: Forest Corps Lunch & Learn,2025-01-09T13:00:00.000-05:00,2025-01-09T13:30:00.000-05:00,AmeriCorps,https://americorps.zoomgov.com/webinar/register/7116995424986/WN_NOCN68dkTa2_ercR0BlPqQ,"<p>Discover how AmeriCorps NCCC<a target=""_blank"" href=""https://bit.ly/FoCo_HS""> Forest Corps</a>, a new partnership between AmeriCorps NCCC and U.S. Forest Service, provides its members with an impactful service year, a pathway to employment and so much more. We’ll get your questions answered to help you decide if Forest Corps is the right fit for you!</p>",https://app.joinhandshake.com/stu/events/1629139
100,Event,1541399,Student Portfolio & Network Building Group Session,2025-01-10T11:00:00.000-05:00,2025-01-10T12:00:00.000-05:00,Columbia University Data Science Institute,https://covidinfocommons.datascience.columbia.edu/content/student-working-group,"<p>The NEBDHub invites undergraduate and graduate students from around the world with an interest in data science to the <strong>Student Portfolio &amp; Network Building (PNB) Group</strong>! Together, we’ll explore collaboration opportunities for future data science projects and learn how to build our data science portfolios.</p><p>&nbsp;</p><p>Undergraduate and graduate students with an interest in data science are welcome to join PNB meetings, held three times per academic year. The next PNB networking session will be on Friday, January 10th, 2025 at 11:00 AM (ET).</p><p>&nbsp;</p><p>January 2025: Peer networking; Building your digital portfolio</p><p>May 2025: Peer networking; Explore opportunities for team data science research projects</p><p>&nbsp;</p><p>Register on the CIC Student Working Group site (https://nebigdatahub.org/pnb-group/) to sign up for breakout rooms and get an invitation to the group's LinkedIn page.</p><p>&nbsp;</p><p>Join the NEBDHub Student Networking Group's LinkedIn Page to develop your global network of peers with similar data science and research interests in between Zoom meeting sessions.</p><p>&nbsp;</p><p>Please email contact@nebigdatahub.org with questions.</p>",https://app.joinhandshake.com/stu/events/1541399
101,Event,1644390,University - wide: Boston College of Law School Virtual Information Session,2024-12-05T17:30:00.000-05:00,2024-12-05T18:30:00.000-05:00,Johns Hopkins University,,"<p>Join us for an informative virtual session designed for pre-law students interested in pursuing a legal education at Boston College Law School. This event will provide valuable insights into the schoolâ€™s programs, culture, and admissions process.</p>",https://app.joinhandshake.com/stu/events/1644390
